178.0,153.5
200.0,133.5
223.0,118.5
246.0,106.5
269.0,99.5
291.0,96.5
314.0,98.5
337.0,104.5
360.0,115.5
383.0,130.5
406.0,149.5
429.0,173.5
453.0,202.5
476.0,235.5
499.0,272.5
523.0,314.5
547.0,361.5
571.0,413.5
596.0,469.5
